,"Calcium, Ca","Carbohydrate, by difference",Energy,"Fiber, total dietary","Folate, DFE","Iron, Fe","Magnesium, Mg",Niacin,"Phosphorus, P","Potassium, K",Protein,Riboflavin,Thiamin,"Vitamin A, RAE",Vitamin B-12,Vitamin B-6,"Vitamin C, total ascorbic acid",Vitamin E (alpha-tocopherol),Vitamin K (phylloquinone),"Zinc, Zn"
"(2010, 10098, 1)",-1778.2571428571432,-371.92914285714284,-7905.0,-48.00285714285714,47.657142857142844,-57.52514285714285,-2253.171428571429,3.9300571428571427,-6086.771428571428,-20856.97142857143,-257.0868571428571,0.055400000000000116,0.16817142857142864,11.600000000000023,0.3999999999999999,-2.2859428571428566,-200.47714285714284,-19.726857142857142,-349.8285714285714,-32.77542857142857
"(2010, 10099, 1)",573.9142857142857,-439.70799999999997,-12990.457142857142,-16.839999999999996,181.0857142857143,-6.925999999999998,-261.51428571428573,1.533428571428571,-1403.9142857142856,-4829.4857142857145,-64.30114285714285,0.6172000000000001,0.08982857142857159,507.65714285714284,-4.025142857142857,-1.4317142857142855,-78.01142857142858,-25.497428571428564,35.44285714285714,-2.4785714285714278
"(2010, 20002, 1)",-993.2428571428582,-2010.5808571428574,-35740.57142857143,-212.51285714285711,-65.35714285714289,-50.18928571428572,-934.2000000000003,-38.53894285714287,-2192.8142857142866,-13551.285714285717,-212.83914285714292,-2.1735857142857156,-3.09662857142857,-18518.4,-10.94714285714286,-10.323228571428572,-501.4885714285715,-49.21085714285715,-273.382857142857,-5.029285714285706
"(2010, 20019, 1)",556.7142857142858,-339.87714285714287,-17913.57142857143,-66.82857142857144,-535.7142857142858,-36.887142857142855,-1550.2857142857147,-168.00385714285716,-3990.5714285714294,-4179.142857142857,-368.0928571428571,-1.6881428571428572,-1.907571428571428,1165.0,-29.477142857142855,-8.591285714285714,-64.84285714285716,-43.37857142857143,48.88571428571427,-18.55428571428571
"(2010, 20022, 1)",-62.71428571428578,-1193.9185714285713,-48218.54285714286,-122.32857142857138,52.28571428571445,-55.46800000000003,-1237.1714285714288,-66.465,-3075.142857142857,-7323.428571428569,-284.62714285714276,-1.854714285714285,-3.601571428571427,-88.57142857142844,-12.075714285714286,-7.075142857142858,-448.3285714285714,-32.96828571428571,-151.49142857142857,-31.084571428571444
"(2010, 20039, 1)",-810.5714285714284,-652.9971428571429,-32849.28571428572,-57.39999999999998,174.57142857142858,-21.31857142857143,-158.94285714285706,-22.94628571428572,-925.7142857142858,-716.5714285714284,-80.74857142857144,-0.5768571428571425,-1.8825714285714288,-2513.7142857142853,-6.799999999999999,-1.8694285714285714,12.400000000000006,-7.779999999999998,-106.68571428571425,-2.145714285714286
"(2010, 20041, 1)",-61.428571428571104,-906.7857142857142,-20145.02857142857,-62.68571428571427,-34.85714285714289,-35.111285714285714,-1952.1428571428573,-178.20828571428575,-7429.142857142857,-10158.857142857145,-511.4599999999998,-1.7251428571428566,-1.8640000000000003,2048.5714285714284,-32.65714285714286,-8.808,17.599999999999966,-22.008142857142857,251.18428571428572,-58.07900000000001
"(2010, 20057, 1)",1172.8857142857141,-162.37142857142857,-10713.257142857143,0.17142857142856371,515.1714285714286,-5.5868571428571485,228.5999999999999,1.1884285714285703,614.0,3934.057142857143,-17.588000000000022,0.9577999999999998,1.1179714285714286,1353.2,-6.687142857142859,-0.5796000000000001,53.428571428571416,-8.425428571428576,-170.76857142857142,-6.511714285714291
"(2010, 20063, 1)",8615.428571428572,-3296.357142857143,-142331.39999999997,160.57142857142856,2525.4285714285716,56.16257142857143,394.82857142857165,-38.67371428571428,-960.5714285714275,30453.142857142855,-361.4142857142857,3.525142857142858,3.3988571428571426,5576.571428571428,-15.214285714285715,-10.699428571428571,423.7714285714286,-413.0382857142856,513.3428571428572,-34.23428571428572
"(2010, 20071, 1)",17830.785714285714,-8666.083571428573,-169919.0,-762.7357142857144,4029.5,18.523571428571444,1090.1142857142859,42.93478571428574,4166.5714285714275,36277.07142857142,-807.5964285714281,10.30085714285714,2.990714285714283,3794.0714285714275,4.321428571428562,-17.58135714285714,-212.74285714285725,-159.98571428571432,930.8785714285714,10.97214285714287
